AD,CAD,Ward,AG,Age,GN,Gender,NH,CH,CH_YN,PT,Pets,DG,CT,NumPets,DGO,CTO,PetOut,YUP,RO,Rent_Own,IC,Income,Income_Coll,DGR,Degree,Edu_Coll,NS,MM,MMT,DC,ConcernScore,DL,DK,MG,LK,PM,SK,KS,KSP,GAT21,GAT2021,GATPr,GATPrev,GATSm,NumSummers,Summ1,Summ2,Summ3,Summ4,Summ5,New GAT,CHM,CHMN,EC,EmptyConts,ECT,UD,Dunks,FP,KnowUPProg,UPD,WhatProgDo (Overall Score),Did They Check GAT?,BCI,BlockCapInt,BCH,BlockCapHelp,PE,PF,EffectFavScore,PC,OCT,IMC,IMC_Score,GATNo,NoGATReason,GATNoT,TOD,TimeOut,AOD,OutAct,OutActA,OutActB,OutActC,OutActD,OutActE,OutActF,OutActG,OutActH,NumOut,AODT,OOD,OtherOutA,OtherOutB,OtherOutC,OtherOutD,OtherOutE,OtherOutF,OtherOutG,NumOtherOut,OODT,UPF,KN,IN,IN_Coll,Gift card email,Other comments
,,,50 - 65,3,Female,2,2,0,No,No,0,,,0,,,0,29 years,Own,2,"$150,000 - $200,000",4,#N/A,Bachelor's Degree,4,Bachelor's degree or less,3,My backyard,,4,7,I don't know,0,In standing water,1,Tiger mosquito,1,2,,Yes,1,Yes,1,"20,192,020",2,2019,2020,,,,Yes,No,0,"Sometimes, if I remember (enter approximately how often, if desired)",0,,Sometimes,#N/A,Yes,2,"Print education,In-person education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing",1,,No,0,,#N/A,4,4,8,Battery-powered or active traps,,"I or another member of my household is irritated by mosquito bites,They make being outside unpleasant",2,,,,4 -6 hours,5,"Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch",Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,,,,,4,,"Hiking,Kayaking, canoeing, or other water sports,Outdoor-focused travel (such as visiting National Parks)","Hiking,Kayaking, canoeing, or other water sports,Outdoor-focused travel ",Hiking,Kayaking,canoeing,or other water sports,Outdoor-focused travel,,5,,Yes,Somewhat,Weekly,Weekly,,
,,,18 - 35,1,Female,2,2,0,No,No,0,,,0,,,0,,Own,2,"$150,000 - $200,000",4,#N/A,Bachelor's Degree,4,Bachelor's degree or less,5,My backyard,,4,9,West Nile Virus,1,"In standing, still water",1,,0,2,,No,0,No,0,,#N/A,#VALUE!,,,,,#VALUE!,No,0,"Sometimes, if I remember (enter approximately how often, if desired)",0,,I don't know what this is,#N/A,No,0,,1,,No,0,,#N/A,3,5,8,"More town-sponsored distribution of GATs,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,Other (please describe),I do not know what it is,Didn't know it existed,2 - 4 hours,3,"Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch,Home improvement projects (such as painting or renovating the exterior of your home) ","Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch,Home improvement projects  ",Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,Home improvement projects,,,6,,"Hiking,Camping or backpacking,Outdoor-focused travel (such as visiting National Parks)","Hiking,Camping or backpacking,Outdoor-focused travel ",Hiking,Camping or backpacking,Outdoor-focused travel,,,,3,,Yes,Yes,Weekly,Weekly,,
,,,35 - 50,2,Male,1,4,2,Yes,Yes,1,0,1,1,,0,0,11,Own,2,"$200,000 - $250,000",5,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,4,"Around town (not in a specific location, but not when I am in my own yard)",,4,8,"Zika, malaria, dengue, west nile",1,Standing water,1,Tiger,1,3,,Yes,1,Yes,1,"2016,2017,2018,2019,2020",5,2016,2017,2018,2019,2020,No,Yes,1,"Yes, regularly",1,,Yes,1,Yes,2,"Print education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing",1,,Not sure,1,,#N/A,3,5,8,"Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,I want my community to be safe,They make being outside unpleasant",4,,,,6- 8 hours,7,"Play with or supervise children playing outdoors,Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Play with or supervise children playing outdoors,Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch",Play with or supervise children playing outdoors,Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,,,6,,None,None,None,,,,,,1,,Yes,Yes,Weekly,Weekly,,
,,,35 - 50,2,Female,2,5,3,Yes,Yes,1,,,0,0,0,0,7,Own,2,"Greater than $250,000",6,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,5,My backyard,,2,7,"Rare, but West nile?",1,Standing water,1,This damn tiger mosquitos,1,3,,Yes,1,Yes,1,2020,1,2020,,,,,Yes,Yes,1,"Sometimes, if I remember (enter approximately how often, if desired)",0,Once a week,Sometimes,#N/A,Yes,2,"Print education,In-person education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing,Door-to-door canvassing",1,,Yes,2,Yes,2,5,4,9,"More volunteers to assist residents with mosquito control in their yards,Other (please describe)",Infographic signs instead of program name signs,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They make being outside unpleasant",3,Other (please describe),I do not want to maintain it,"I forget to clean them, I lose the dunks or run out of traps!  Then I unintentionally start breeding them instead of trapping them. ",More than 8 hours per week,9,"Play with or supervise children playing outdoors,Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch,Home improvement projects (such as painting or renovating the exterior of your home) ","Play with or supervise children playing outdoors,Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch,Home improvement projects  ",Play with or supervise children playing outdoors,Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,Home improvement projects,,7,,None,None,None,,,,,,1,,Yes,Yes,Weekly,Weekly,,
,,,50 - 65,3,Female,2,2,0,No,Yes,1,1,3,4,1,3,4,30,Own,2,"Greater than $250,000",6,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,2,My backyard,,1,3,west nile,1,collections of water,1,asian tiger,1,3,,Yes,1,Yes,1,"201,820,192,020",3,2018,2019,2020,,,Yes,No,0,"Yes, regularly",1,,Yes,1,Yes,2,"Print education,In-person education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing",1,,Yes,2,Somewhat,1,4,4,8,More town-sponsored distribution of GATs,,"I or another member of my household is irritated by mosquito bites,They make being outside unpleasant",2,,,,More than 8 hours per week,9,"Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch",Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,,,,5,,"Birding,Hiking","Birding,Hiking",Birding,Hiking,,,,,2,,Yes,Yes,Daily,Daily,,
,,,35 - 50,2,Male,1,6,3,Yes,Yes,1,1,2,3,1,0,1,5,Own,2,"$200,000 - $250,000",5,"$200,000 or greater",Bachelor's Degree,4,Bachelor's degree or less,4,My backyard,,1,5,West Nile,1,Standing water,1,I don’t know,0,2,,No,0,Yes,1,"201,620,172,018",3,2016,2017,2018,,,No,Yes,1,"Yes, regularly",1,,Sometimes,#N/A,Yes,2,"Print education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing",1,,No,0,,#N/A,2,4,6,"More town-sponsored distribution of GATs,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"I or another member of my household is irritated by mosquito bites,They make being outside unpleasant",2,"I have pets that knock it over or damage it,I have children that knock it over or damage it",I have pets and/or children that knock it over/damage it,,2 - 4 hours,3,"Play with or supervise children playing outdoors,Landscaping (such as lawn mowing),Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch,Home improvement projects (such as painting or renovating the exterior of your home) ","Play with or supervise children playing outdoors,Landscaping ,Exercise ,Sitting in an outdoor space, such as a patio or porch,Home improvement projects  ",Play with or supervise children playing outdoors,Landscaping,Exercise,Sitting in an outdoor space,such as a patio or porch,Home improvement projects,,,6,,Hiking,Hiking,Hiking,,,,,,1,,Yes,Yes,Monthly,Monthly or less,,
,,,35 - 50,2,Female,2,3,1,Yes,No,0,,,0,,,0,7,Own,2,"Greater than $250,000",6,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,3,My backyard,,2,5,I don’t know,0,Near water,0,I don’t know,0,1,,No,0,Yes,1,"20,182,019",2,2018,2019,,,,Yes,Yes,1,"Yes, regularly",1,,Yes,1,Yes,2,"In-person education,GAT deployment efforts,Door-to-door canvassing",1,,Yes,2,No,0,2,3,5,Town-wide chemical spray,,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They make being outside unpleasant",3,"I do not think it works,It does not fully eliminate mosquitoes from the yard",I do not think it works,,4 -6 hours,5,"Play with or supervise children playing outdoors,Landscaping (such as lawn mowing),Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Play with or supervise children playing outdoors,Landscaping ,Exercise ,Sitting in an outdoor space, such as a patio or porch",Play with or supervise children playing outdoors,Landscaping,Exercise,Sitting in an outdoor space,such as a patio or porch,,,,5,,"Hiking,Kayaking, canoeing, or other water sports,Camping or backpacking,Outdoor-focused travel (such as visiting National Parks)","Hiking,Kayaking, canoeing, or other water sports,Camping or backpacking,Outdoor-focused travel ",Hiking,Kayaking,canoeing,or other water sports,Camping or backpacking,Outdoor-focused travel,6,,Yes,Yes,Weekly,Weekly,,
,,,65+,4,Female,2,2,0,No,No,0,,,0,,,0,34,Own,2,,#N/A,#N/A,Graduate degree or professional degree,5,Graduate degree or professional degree,5,My backyard,,2,7,"Zika, dengue fever, chickamunga (sp?)",0,In standing waterstrip,1,Striped (tiger) mosquito,1,2,,Yes,1,Yes,1,"2016,2017,2018,2019,2020",5,2016,2017,2018,2019,2020,No,No,0,"Yes, regularly",1,,Yes,1,Yes,2,"Print education,In-person education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing,Door-to-door canvassing",1,,Yes,2,Yes,2,3,5,8,More volunteers to assist residents with mosquito control in their yards,,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They make being outside unpleasant",3,,,,6- 8 hours,7,"Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch,Home improvement projects (such as painting or renovating the exterior of your home) ","Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch,Home improvement projects  ",Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,Home improvement projects,,,6,,"Birding,Hiking,Camping or backpacking,Outdoor-focused travel (such as visiting National Parks),Other outdoor activities (please describe)","Birding,Hiking,Camping or backpacking,Outdoor-focused travel ,Other outdoor activities ",Birding,Hiking,Camping or backpacking,Outdoor-focused travel,Other outdoor activities,,5,"Swimming, jogging",Yes,Yes,Weekly,Weekly,,
,,,65+,4,Male,1,3,0,No,No,0,,,0,,,0,33,Own,2,"$100,000 - $150,000",3,"$100,000 - $200,000",Bachelor's Degree,4,Bachelor's degree or less,5,My backyard,,2,7,"Not sure,perhaps West Nile",1,Small pools of water,1,Asian tiger,1,3,,No,0,Yes,1,"20,192,020",2,2019,2020,,,,Yes,No,0,"Yes, regularly",1,,No,0,Yes,2,"Print education,In-person education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing",1,,Yes,2,No,0,2,3,5,"Battery-powered or active traps,More volunteers to assist residents with mosquito control in their yards",,"I or another member of my household is irritated by mosquito bites,They make being outside unpleasant",2,I do not think it works,I do not think it works,,More than 8 hours per week,9,"Play with or supervise children playing outdoors,Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Other (please describe)","Play with or supervise children playing outdoors,Landscaping ,Gardening,Exercise ,Other ",Play with or supervise children playing outdoors,Landscaping,Gardening,Exercise,Other,,,,5,I walk to work,"Birding,Outdoor-focused travel (such as visiting National Parks),Other outdoor activities (please describe)","Birding,Outdoor-focused travel ,Other outdoor activities ",Birding,Outdoor-focused travel,Other outdoor activities,,,,3,Bicycle riding,Yes,Yes,Daily,Daily,,
,,,65+,4,Male,1,3,0,No,No,0,,,0,,,0,,Own,2,"$200,000 - $250,000",5,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,3,My backyard,,4,7,west nile,1,standing water,1,tiger,1,3,,Yes,1,Yes,1,"201,820,192,020",3,2018,2019,2020,,,Yes,No,0,"Sometimes, if I remember (enter approximately how often, if desired)",0,once per month,Yes,1,Yes,2,"GAT deployment efforts,Block-captain organizing",1,,Yes,2,Yes,2,4,5,9,"Town-wide chemical spray,Battery-powered or active traps",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans",2,NA (I have a GAT),,,More than 8 hours per week,9,"Landscaping (such as lawn mowing),Exercise (including walks around the neighborhood)","Landscaping ,Exercise ",Landscaping,Exercise,,,,,,,2,,None,None,None,,,,,,1,,Yes,Yes,Weekly,Weekly,,
,,,65+,4,Female,2,2,0,No,No,0,,,0,,,0,28,Own,2,"Greater than $250,000",6,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,2,Town Park,,4,6,I don't know,0,in stnding water,1,Aedes,0,2,,Yes,1,Yes,1,"201,820,192,020",3,2018,2019,2020,,,Yes,No,0,"Yes, regularly",1,,Yes,1,Yes,2,"Print education,In-person education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing",1,,Yes,2,Yes,2,3,5,8,Other (please describe),more follow through on block captains,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,NA (I have a GAT),,,More than 8 hours per week,9,"Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch",Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,,,,5,,,,#VALUE!,,,,,,1,,Yes,Yes,Daily,Daily,,
,,,50 - 65,3,Male,1,2,0,No,Yes,1,,1,1,,0,0,21,Own,2,"Greater than $250,000",6,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,3,Other (please describe),Front yard,3,6,"West Nile Virus, Zika?",1,in water,1,Tiger,1,3,,No,0,Yes,1,"20,162,017",2,2016,2017,,,,No,No,0,"Sometimes, if I remember (enter approximately how often, if desired)",0,twice a month,No,0,Somewhat,1,"Print education,In-person education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing,Door-to-door canvassing",1,,Yes,2,Somewhat,1,3,3,6,"More volunteers to assist residents with mosquito control in their yards,More town-sponsored distribution of GATs,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",4,Fell apart,Other,Old GAT fell apart,4 -6 hours,5,"Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch,Home improvement projects (such as painting or renovating the exterior of your home) ","Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch,Home improvement projects  ",Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,Home improvement projects,,,6,,None,None,None,,,,,,1,,Yes,Yes,Weekly,Weekly,,
,,,18 - 35,1,Female,2,3,0,No,Yes,1,1,,1,1,,1,19,Own,2,"$150,000 - $200,000",4,#N/A,Graduate degree or professional degree,5,Graduate degree or professional degree,2,"Around town (not in a specific location, but not when I am in my own yard)",,1,3,West Nile virus,1,Still water,1,Asian tiger mosquito,1,3,,Yes,1,Yes,1,"2,017,201,820,192,020",4,2017,2018,2019,2020,,No,Yes,1,"No, never",0,,I don't know what this is,#N/A,Somewhat,1,"Chemical-spraying,Mosquito monitoring,Door-to-door canvassing",0,,Not sure,1,,#N/A,5,5,10,,,"They can spread disease to humans,I want my community to be safe,They make being outside unpleasant",3,NA (I have a GAT),,,2 - 4 hours,3,"Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Exercise ,Sitting in an outdoor space, such as a patio or porch",Exercise,Sitting in an outdoor space,such as a patio or porch,,,,,,3,,"Hiking,Outdoor-focused travel (such as visiting National Parks)","Hiking,Outdoor-focused travel ",Hiking,Outdoor-focused travel,,,,,2,,Yes,Yes,Weekly,Weekly,,
